Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
15.0,7.0,7.6,1.71,23.2,30.9,3.0,Open Hearth iron,1.23
23.62,7.38,18.81,2.82,21.61,12.29,3.0,Open Hearth iron,2.51
8.09,6.69,72.75,9.6,34.02,46.26,3.1,Open Hearth iron,9.84
20.6,7.3,18.0,9.81,10.9,26.0,1.5,Bessemer Steel,1.44
137.0,4.7,34.8,8.19,14.9,45.8,3.0,Open Hearth iron,7.28
74.56,6.48,12.97,3.9,27.62,6.59,3.03,Open Hearth iron,1.19
13.2,5.3,33.1,3.83,6.9,40.3,1.5,Bessemer Steel,2.86
13.15,7.0,28.8,12.1,4.9,35.8,1.5,Bessemer Steel,5.4
20.6,7.3,18.0,2.87,10.9,26.0,1.5,Bessemer Steel,1.01
13.15,7.0,28.8,4.43,4.9,35.8,3.0,Open Hearth iron,2.38
12.85,4.14,34.35,12.1,26.69,71.24,2.94,Wrought Iron,15.69
112.0,3.8,7.0,8.55,3.5,4.5,1.5,Wrought Iron,6.76
137.0,4.7,34.8,6.35,14.9,45.8,3.0,Wrought Iron,5.82
114.0,4.5,13.0,1.3,34.7,5.6,1.5,Bessemer Steel,0.3
13.2,5.3,33.1,7.95,6.9,40.3,3.0,Bessemer Steel,4.62
29.8,7.23,46.25,7.8,20.88,18.64,2.96,Bessemer Steel,1.65
70.1,4.46,26.97,6.01,7.79,40.47,3.0,Bessemer Steel,4.23
177.9,4.8,29.1,4.0,18.2,46.1,1.5,Bessemer Steel,3.5
2.79,9.52,24.66,6.3,6.05,6.16,1.42,Wrought Iron,15.67
43.62,6.92,27.59,16.36,7.5,33.71,3.0,Bessemer Steel,7.99
29.8,7.3,46.4,3.5,20.9,18.6,3.0,Bessemer Steel,2.2
74.6,6.6,13.0,3.71,27.8,6.6,1.5,Open Hearth iron,1.4
23.7,6.2,31.2,1.62,10.8,30.9,3.0,Bessemer Steel,2.04
2.78,9.4,24.7,8.63,6.1,6.2,1.5,Wrought Iron,20.82
59.69,6.46,19.37,5.46,27.1,27.14,3.0,Open Hearth iron,0.84
3.3,7.6,37.0,2.17,8.7,70.1,1.5,Open Hearth iron,1.18
2.9,9.5,21.7,5.9,34.5,9.4,1.5,Open Hearth iron,6.5
66.83,5.62,22.18,8.1,7.13,17.72,2.92,Wrought Iron,5.57
17.82,7.28,25.76,3.7,9.51,35.86,1.39,Wrought Iron,1.46
11.4,7.3,28.4,1.2,16.6,20.3,3.0,Wrought Iron,0.4
2.69,7.4,14.76,1.2,18.62,26.63,3.0,Open Hearth iron,1.1
35.2,6.2,17.2,10.96,14.4,13.9,3.0,Bessemer Steel,4.6
9.3,8.37,33.01,1.91,11.81,33.73,1.5,Bessemer Steel,1.78
2.78,9.4,24.7,7.47,6.1,6.2,3.0,Wrought Iron,16.93
48.91,6.55,23.44,1.3,14.59,35.1,2.86,Wrought Iron,1.32
177.86,4.69,29.26,7.9,18.17,46.05,1.48,Wrought Iron,4.43
29.8,7.3,46.4,2.75,20.9,18.6,3.0,Wrought Iron,1.57
9.7,6.0,33.0,8.0,2.3,47.1,1.5,Open Hearth iron,6.4
49.0,6.7,23.4,1.89,14.7,35.1,3.0,Wrought Iron,1.48
4.08,6.8,24.6,9.0,2.5,62.6,3.0,Open Hearth iron,16.2
112.0,4.5,13.8,5.24,16.0,17.6,3.0,Open Hearth iron,1.76
6.84,7.3,37.6,17.6,2.0,44.9,3.0,Bessemer Steel,7.1
31.9,7.1,12.4,5.45,33.5,12.8,3.0,Open Hearth iron,2.34
2.63,7.4,14.8,7.88,18.7,26.7,3.0,Open Hearth iron,4.69
34.5,6.27,17.3,1.2,14.84,13.8,1.5,Bessemer Steel,0.65
64.43,4.48,29.07,3.37,5.92,46.64,1.5,Wrought Iron,2.84
110.0,5.3,32.0,4.0,15.5,53.1,3.0,Bessemer Steel,1.0
74.36,5.54,24.22,6.0,7.55,15.37,3.17,Bessemer Steel,3.22
11.41,7.26,28.45,1.2,16.58,20.33,2.8,Bessemer Steel,0.61
137.0,4.7,34.8,3.41,14.9,45.8,3.0,Wrought Iron,4.18
12.7,4.2,34.5,8.0,26.6,71.2,3.0,Open Hearth iron,16.4
29.8,7.3,46.4,2.35,20.9,18.6,3.0,Bessemer Steel,1.6
431.0,5.9,12.2,2.98,40.6,7.2,1.5,Bessemer Steel,0.49
28.9,7.5,22.4,9.6,3.8,36.3,3.0,Wrought Iron,5.1
13.2,5.3,33.1,2.78,6.9,40.3,3.0,Bessemer Steel,1.42
6.89,7.25,37.55,4.1,2.09,44.9,1.45,Open Hearth iron,2.8
430.81,5.95,12.25,2.0,40.65,7.11,3.0,Wrought Iron,0.23
14.9,7.02,7.4,1.4,23.11,30.79,3.03,Wrought Iron,0.88
11.4,7.3,28.4,9.8,16.6,20.3,1.5,Open Hearth iron,2.8
112.0,3.8,7.0,9.97,3.5,4.5,1.5,Bessemer Steel,7.54
111.93,4.33,13.75,12.0,16.12,17.52,3.08,Open Hearth iron,2.83
12.7,4.2,34.5,11.9,26.6,71.2,1.5,Bessemer Steel,19.14
12.7,4.2,34.5,4.1,26.6,71.2,1.5,Bessemer Steel,6.8
12.15,7.0,28.6,9.92,1.1,52.5,3.0,Open Hearth iron,10.0
110.0,5.3,32.0,6.0,15.5,53.1,3.0,Wrought Iron,1.3
28.2,6.8,24.8,7.7,15.8,52.1,1.5,Open Hearth iron,3.2
110.0,5.3,32.0,7.94,15.5,53.1,3.0,Bessemer Steel,1.6
2.78,9.4,24.7,6.43,6.1,6.2,3.0,Open Hearth iron,15.33
8.0,6.8,72.8,1.0,34.0,46.2,1.5,Wrought Iron,0.4
82.9,4.4,22.2,5.6,12.0,26.5,1.5,Wrought Iron,4.7
137.06,4.59,34.65,4.2,14.92,45.6,2.95,Bessemer Steel,5.13
110.0,5.3,32.0,8.48,15.5,53.1,1.5,Wrought Iron,2.05
6.84,7.3,37.6,5.9,2.0,44.9,1.5,Open Hearth iron,3.8
28.9,7.5,22.4,9.7,3.8,36.3,3.0,Bessemer Steel,4.86
82.9,4.4,22.2,10.0,12.0,26.5,1.5,Wrought Iron,6.6
1.3,7.0,29.4,16.73,7.2,32.4,1.5,Bessemer Steel,5.39
4.77,6.15,30.95,4.42,13.11,44.21,3.0,Wrought Iron,5.37
12.15,7.0,28.6,7.7,1.1,52.5,1.5,Open Hearth iron,5.0
21.2,4.4,34.3,11.11,3.7,63.6,1.5,Open Hearth iron,4.9
28.2,6.8,24.8,6.37,15.8,52.1,1.5,Open Hearth iron,2.59
8.0,6.8,72.8,1.51,34.0,46.2,3.0,Wrought Iron,1.03
13.2,5.3,33.1,8.62,6.9,40.3,3.0,Wrought Iron,4.6
17.8,7.2,25.8,5.62,9.5,36.0,1.5,Bessemer Steel,1.88
3.3,7.6,37.0,9.31,8.7,70.1,3.0,Wrought Iron,4.9
57.0,7.3,17.8,3.7,11.7,15.8,1.5,Wrought Iron,1.8
5.7,3.7,42.6,6.4,1.9,87.8,3.0,Wrought Iron,3.34
15.0,7.0,7.6,5.11,23.2,30.9,3.0,Bessemer Steel,2.6
4.08,6.8,24.6,1.6,2.5,62.6,3.0,Open Hearth iron,3.2
3.21,7.41,36.99,9.7,8.61,70.02,1.36,Bessemer Steel,4.85
13.12,6.95,28.92,12.2,4.86,35.77,3.01,Wrought Iron,6.39
2.78,9.4,24.7,11.54,6.1,6.2,3.0,Wrought Iron,20.41
78.73,4.02,43.6,7.43,37.97,54.0,1.5,Bessemer Steel,11.16
23.7,6.2,31.2,3.07,10.8,30.9,3.0,Open Hearth iron,2.57
386.0,4.5,3.0,1.4,32.1,2.6,1.5,Open Hearth iron,0.2
11.4,7.2,28.36,1.1,16.65,20.44,2.87,Wrought Iron,0.28
19.7,4.6,28.4,9.7,3.9,34.2,1.5,Open Hearth iron,3.0
10.0,8.8,31.2,4.66,7.2,31.2,3.0,Bessemer Steel,1.6
0.66,3.15,55.52,4.2,68.97,65.02,3.02,Bessemer Steel,6.89
49.04,6.74,23.34,11.9,14.68,35.08,3.08,Bessemer Steel,5.28
8.08,6.86,72.92,5.7,33.93,46.21,1.41,Wrought Iron,4.51
112.0,3.8,7.0,6.0,3.5,4.5,1.5,Bessemer Steel,4.8
4.08,6.8,24.6,7.7,2.5,62.6,1.5,Open Hearth iron,11.6
112.0,4.5,13.8,4.93,16.0,17.6,1.5,Bessemer Steel,2.19
82.9,4.4,22.2,4.76,12.0,26.5,1.5,Open Hearth iron,3.78
10.0,8.8,31.2,7.6,7.2,31.2,1.5,Bessemer Steel,3.0
11.29,7.29,28.42,9.8,16.5,20.32,1.54,Wrought Iron,3.52
17.7,7.6,25.7,1.5,2.6,46.1,3.0,Wrought Iron,0.4
82.96,4.52,22.11,8.0,12.07,26.47,1.47,Open Hearth iron,5.12
431.0,5.9,12.2,4.08,40.6,7.2,1.5,Bessemer Steel,0.79
177.9,4.8,29.1,10.6,18.2,46.1,3.0,Open Hearth iron,3.77
29.8,7.3,46.4,3.5,20.9,18.6,1.5,Wrought Iron,2.2
10.0,8.8,31.2,5.7,7.2,31.2,1.5,Open Hearth iron,2.3
74.6,6.6,13.0,12.0,27.8,6.6,3.0,Bessemer Steel,4.9
9.99,7.12,32.26,7.74,1.47,49.41,1.5,Open Hearth iron,6.05
205.0,4.7,2.8,9.1,38.1,0.6,1.5,Wrought Iron,2.42
137.09,4.57,34.85,4.2,14.86,45.89,2.98,Open Hearth iron,3.61
17.8,7.2,25.8,3.59,9.5,36.0,1.5,Bessemer Steel,1.36
110.0,5.3,32.0,10.0,15.5,53.1,1.5,Wrought Iron,1.7
177.9,4.8,29.1,4.0,18.2,46.1,1.5,Open Hearth iron,2.9
113.99,4.49,12.98,1.4,34.56,5.67,2.91,Open Hearth iron,0.28
2.78,9.4,24.7,4.3,6.1,6.2,1.5,Open Hearth iron,11.2
137.0,4.7,34.8,2.02,14.9,45.8,3.0,Bessemer Steel,2.92
19.7,4.6,28.4,7.6,3.9,34.2,1.5,Bessemer Steel,2.8
51.5,4.9,28.4,9.18,9.6,22.3,1.5,Wrought Iron,6.83
57.0,7.3,17.8,9.83,11.7,15.8,3.0,Open Hearth iron,2.53
14.03,7.03,8.16,2.3,22.85,30.57,1.5,Bessemer Steel,1.56
13.15,7.0,28.8,17.45,4.9,35.8,1.5,Bessemer Steel,8.28
82.9,4.4,22.2,12.0,12.0,26.5,1.5,Bessemer Steel,7.3
2.15,5.48,44.86,5.93,5.15,11.58,1.5,Bessemer Steel,5.04
49.0,6.7,23.4,2.1,14.7,35.1,1.5,Wrought Iron,1.43
10.0,8.8,31.2,7.62,7.2,31.2,3.0,Bessemer Steel,2.01
5.7,3.7,42.6,3.91,1.9,87.8,1.5,Bessemer Steel,2.51
4.89,7.5,54.4,12.77,5.7,70.4,3.0,Open Hearth iron,9.28
13.15,7.0,28.8,4.77,4.9,35.8,1.5,Wrought Iron,3.09
12.15,7.0,28.6,3.6,1.1,52.5,1.5,Bessemer Steel,3.9
11.78,5.58,33.06,5.76,5.03,43.06,3.0,Open Hearth iron,3.85
59.8,4.5,30.8,5.9,4.4,51.7,3.0,Wrought Iron,6.1
23.69,6.07,31.05,4.0,10.77,30.76,1.48,Wrought Iron,2.67
13.2,5.3,33.1,4.68,6.9,40.3,1.5,Open Hearth iron,3.34
66.7,5.6,22.2,1.1,7.0,17.7,1.5,Wrought Iron,1.2
15.0,7.0,7.6,11.1,23.2,30.9,3.0,Bessemer Steel,5.3
23.03,7.83,15.24,12.73,33.81,11.76,1.5,Wrought Iron,4.8
59.8,4.5,30.8,13.77,4.4,51.7,1.5,Open Hearth iron,8.83
20.6,7.3,18.0,1.9,10.9,26.0,3.0,Bessemer Steel,1.1
0.61,3.1,55.26,9.8,68.92,65.09,1.57,Open Hearth iron,11.61
386.0,4.5,3.0,6.1,32.1,2.6,1.5,Bessemer Steel,0.8
112.0,3.8,7.0,2.0,3.5,4.5,1.5,Wrought Iron,2.3
4.89,7.5,54.4,2.44,5.7,70.4,3.0,Wrought Iron,2.4
6.71,7.12,37.67,12.0,2.0,44.93,1.48,Open Hearth iron,6.06
20.6,7.3,18.0,6.08,10.9,26.0,1.5,Bessemer Steel,1.02
7.99,6.75,72.82,1.1,33.9,46.14,3.12,Wrought Iron,0.34
8.0,6.8,72.8,7.6,34.0,46.2,3.0,Bessemer Steel,8.9
1.3,7.0,29.4,5.7,7.2,32.4,1.5,Bessemer Steel,2.0
29.8,7.3,46.4,1.1,20.9,18.6,3.0,Bessemer Steel,0.95
27.8,7.23,24.25,9.47,5.27,35.16,3.0,Wrought Iron,4.88
82.82,4.5,22.21,6.0,12.02,26.5,1.62,Bessemer Steel,4.28
111.96,3.81,7.0,8.0,3.67,4.69,2.88,Open Hearth iron,6.13
57.0,7.3,17.8,11.59,11.7,15.8,1.5,Bessemer Steel,3.63
1.9,6.2,47.4,14.3,4.4,7.8,1.5,Bessemer Steel,21.0
15.0,7.0,7.6,5.58,23.2,30.9,3.0,Wrought Iron,3.28
29.8,7.3,46.4,6.86,20.9,18.6,3.0,Open Hearth iron,1.39
109.97,5.33,31.97,9.9,15.48,53.19,2.92,Wrought Iron,1.63
9.7,6.0,33.0,4.44,2.3,47.1,3.0,Wrought Iron,4.54
59.8,4.5,30.8,3.8,4.4,51.7,1.5,Open Hearth iron,3.3
6.84,7.3,37.6,12.0,2.0,44.9,1.5,Wrought Iron,7.1
10.0,8.83,31.05,3.6,7.09,31.31,2.93,Bessemer Steel,1.23
28.35,6.86,24.81,7.8,15.72,52.11,3.08,Open Hearth iron,3.43
0.58,3.03,55.39,12.0,68.77,64.86,3.01,Open Hearth iron,12.72
74.4,5.6,24.2,1.4,7.5,15.3,1.5,Open Hearth iron,1.0
74.6,6.6,13.0,7.87,27.8,6.6,1.5,Bessemer Steel,4.48
28.9,7.5,22.4,7.63,3.8,36.3,1.5,Bessemer Steel,2.49
3.3,7.6,37.0,7.04,8.7,70.1,3.0,Open Hearth iron,3.36
12.15,7.0,28.6,6.04,1.1,52.5,3.0,Wrought Iron,5.69
2.18,2.6,43.4,7.11,33.2,46.2,1.5,Bessemer Steel,10.69
386.0,4.5,3.0,4.55,32.1,2.6,1.5,Wrought Iron,0.73
9.7,6.0,33.0,2.0,2.3,47.1,1.5,Open Hearth iron,2.1
35.2,6.2,17.2,4.41,14.4,13.9,1.5,Wrought Iron,2.87
13.15,7.0,28.8,10.39,4.9,35.8,3.0,Bessemer Steel,6.66
6.84,7.3,37.6,10.61,2.0,44.9,3.0,Open Hearth iron,4.92
51.5,4.9,28.4,5.6,9.6,22.3,1.5,Wrought Iron,5.4
114.08,4.4,12.95,6.2,34.75,5.85,2.99,Bessemer Steel,1.08
177.9,4.8,29.1,2.16,18.2,46.1,3.0,Bessemer Steel,2.22
12.92,4.78,43.74,6.46,7.59,67.07,3.0,Wrought Iron,1.83
112.0,3.8,7.0,6.0,3.5,4.5,3.0,Wrought Iron,3.8
177.9,4.8,29.1,17.6,18.2,46.1,1.5,Wrought Iron,4.9
386.0,4.5,3.0,17.2,32.1,2.6,1.5,Open Hearth iron,2.7
66.7,5.6,22.2,6.55,7.0,17.7,3.0,Wrought Iron,4.89
40.81,6.55,24.24,14.09,13.19,26.23,3.0,Wrought Iron,4.99
204.88,4.6,2.91,17.7,38.15,0.59,1.49,Open Hearth iron,4.95
9.7,6.0,33.0,4.1,2.3,47.1,3.0,Bessemer Steel,4.6
17.8,7.2,25.8,1.55,9.5,36.0,3.0,Wrought Iron,0.38
13.07,5.14,33.21,11.9,6.95,40.16,2.93,Open Hearth iron,6.37
5.61,7.47,53.52,2.23,5.91,69.07,1.5,Bessemer Steel,2.18
74.4,5.6,24.2,4.0,7.5,15.3,1.5,Wrought Iron,2.8
74.4,5.6,24.2,6.1,7.5,15.3,1.5,Wrought Iron,3.2
1.24,7.06,29.36,3.7,7.11,32.24,1.76,Open Hearth iron,1.02
11.4,7.3,28.4,11.64,16.6,20.3,1.5,Bessemer Steel,3.59
1.3,7.0,29.4,2.23,7.2,32.4,1.5,Bessemer Steel,1.04
148.88,5.34,19.13,5.18,13.38,12.26,1.5,Wrought Iron,1.73
114.0,4.5,13.0,1.86,34.7,5.6,3.0,Wrought Iron,0.24
59.8,4.5,30.8,1.2,4.4,51.7,3.0,Wrought Iron,1.6
3.3,7.6,37.0,5.1,8.7,70.1,3.0,Open Hearth iron,2.61
137.0,4.7,34.8,11.07,14.9,45.8,3.0,Bessemer Steel,10.17
109.94,5.42,32.02,5.9,15.6,53.05,3.05,Open Hearth iron,1.51
5.7,3.7,42.6,7.24,1.9,87.8,3.0,Open Hearth iron,4.21
35.2,6.2,17.2,4.08,14.4,13.9,3.0,Open Hearth iron,2.34
51.5,4.9,28.4,3.94,9.6,22.3,3.0,Open Hearth iron,3.81
29.8,7.3,46.4,11.5,20.9,18.6,3.0,Wrought Iron,4.0
12.16,6.97,28.66,9.6,1.21,52.58,3.11,Wrought Iron,9.44
100.36,5.65,26.83,4.29,18.85,40.44,3.0,Wrought Iron,1.6
9.61,5.92,32.84,4.1,2.35,47.06,2.84,Wrought Iron,4.16
74.4,5.6,24.2,6.44,7.5,15.3,3.0,Wrought Iron,3.5
13.11,7.02,28.76,12.2,4.89,35.76,2.94,Bessemer Steel,7.36
10.95,4.48,43.43,5.25,6.04,72.72,1.5,Wrought Iron,1.58
57.0,7.3,17.8,7.19,11.7,15.8,1.5,Wrought Iron,2.64
112.0,4.5,13.8,5.56,16.0,17.6,1.5,Wrought Iron,1.77
110.11,5.14,31.95,5.9,15.63,52.99,1.6,Open Hearth iron,0.94
2.63,7.4,14.8,7.7,18.7,26.7,3.0,Wrought Iron,4.1
74.5,5.47,24.3,4.0,7.49,15.46,1.38,Open Hearth iron,3.3
49.57,6.05,24.31,8.77,6.33,23.49,1.5,Wrought Iron,4.78
3.3,7.6,37.0,7.7,8.7,70.1,3.0,Wrought Iron,4.1
56.95,7.33,17.82,9.7,11.63,15.9,3.11,Bessemer Steel,2.89
4.11,6.61,24.79,1.6,2.46,62.6,1.5,Bessemer Steel,2.86
386.0,4.5,3.0,4.0,32.1,2.6,1.5,Open Hearth iron,0.5
66.64,5.44,22.25,4.0,7.08,17.7,2.98,Open Hearth iron,3.53
112.0,3.8,7.0,5.09,3.5,4.5,3.0,Bessemer Steel,4.29
2.9,9.5,21.7,4.2,34.5,9.4,3.0,Bessemer Steel,4.4
19.7,4.6,28.4,11.05,3.9,34.2,3.0,Wrought Iron,3.17
46.27,6.4,22.01,5.79,16.96,27.0,3.0,Wrought Iron,0.63
24.98,7.35,26.39,6.32,7.69,13.54,3.0,Bessemer Steel,7.2
2.78,9.4,24.7,2.79,6.1,6.2,1.5,Open Hearth iron,7.55
11.4,7.3,28.4,4.33,16.6,20.3,1.5,Wrought Iron,2.45
110.0,5.3,32.0,7.16,15.5,53.1,3.0,Open Hearth iron,1.4
49.04,6.74,23.44,1.4,14.73,35.26,3.19,Open Hearth iron,1.5
31.9,7.1,12.4,1.9,33.5,12.8,3.0,Wrought Iron,0.2
13.15,7.0,28.8,17.5,4.9,35.8,1.5,Bessemer Steel,8.3
2.78,9.4,24.7,3.99,6.1,6.2,1.5,Open Hearth iron,10.45
82.9,4.4,22.2,2.77,12.0,26.5,1.5,Open Hearth iron,2.28
49.0,6.7,23.4,6.1,14.7,35.1,1.5,Wrought Iron,2.8
112.0,4.5,13.8,15.89,16.0,17.6,3.0,Wrought Iron,2.44
20.6,7.3,18.0,7.14,10.9,26.0,3.0,Bessemer Steel,1.57
2.34,8.8,28.7,2.0,5.0,24.5,1.5,Bessemer Steel,4.0
28.9,7.5,22.4,11.6,3.8,36.3,1.5,Wrought Iron,6.5
430.73,5.99,12.08,1.9,40.68,7.24,3.04,Open Hearth iron,0.14
28.2,6.8,24.8,3.24,15.8,52.1,1.5,Open Hearth iron,1.58
4.07,6.76,24.61,1.7,2.61,62.57,3.09,Wrought Iron,2.18
17.88,7.14,25.83,0.8,9.58,36.05,1.62,Wrought Iron,0.54
66.7,5.6,22.2,8.0,7.0,17.7,1.5,Bessemer Steel,5.3
3.74,5.0,47.32,8.36,48.31,53.72,1.5,Open Hearth iron,10.43
3.3,7.6,37.0,5.8,8.7,70.1,3.0,Wrought Iron,2.9
35.2,6.2,17.2,5.8,14.4,13.9,3.0,Wrought Iron,3.4
20.6,7.3,18.0,12.1,10.9,26.0,3.0,Wrought Iron,1.8
1.86,6.18,47.49,5.3,4.31,7.73,1.37,Bessemer Steel,12.75
5.7,3.7,42.6,17.6,1.9,87.8,3.0,Open Hearth iron,8.5
4.89,7.5,54.4,5.06,5.7,70.4,3.0,Bessemer Steel,4.58
56.99,7.34,17.73,5.9,11.84,15.79,1.29,Wrought Iron,2.2
85.0,4.9,29.4,9.5,5.4,1.2,1.5,Bessemer Steel,4.3
386.0,4.5,3.0,14.26,32.1,2.6,1.5,Bessemer Steel,2.6
114.0,4.5,13.0,7.9,34.7,5.6,3.0,Open Hearth iron,0.9
110.0,5.3,32.0,10.74,15.5,53.1,1.5,Open Hearth iron,1.52
17.7,7.6,25.7,12.1,2.6,46.1,1.5,Open Hearth iron,2.3
74.6,6.6,13.0,1.3,27.8,6.6,3.0,Bessemer Steel,1.4
34.17,6.9,36.24,15.11,4.59,45.09,3.0,Open Hearth iron,6.79
114.0,4.5,13.0,17.2,34.7,5.6,3.0,Open Hearth iron,1.3
114.0,4.5,13.0,5.14,34.7,5.6,3.0,Bessemer Steel,0.78
59.8,4.5,30.8,8.59,4.4,51.7,3.0,Wrought Iron,8.09
2.78,9.4,24.7,10.9,6.1,6.2,1.5,Open Hearth iron,19.72
1.3,7.0,29.4,3.6,7.2,32.4,3.0,Wrought Iron,1.4
57.0,7.3,17.8,1.08,11.7,15.8,3.0,Bessemer Steel,0.43
110.0,5.3,32.0,11.07,15.5,53.1,3.0,Bessemer Steel,1.66
12.09,7.13,28.47,9.6,0.88,52.42,1.5,Bessemer Steel,8.6
8.22,6.78,72.72,3.7,33.99,46.06,1.48,Wrought Iron,3.23
112.0,3.8,7.0,2.92,3.5,4.5,1.5,Bessemer Steel,3.19
9.91,8.8,31.12,1.2,7.05,31.3,1.5,Bessemer Steel,0.38
66.7,5.6,22.2,2.53,7.0,17.7,1.5,Bessemer Steel,2.44
12.72,4.34,34.46,10.1,26.53,71.22,1.52,Wrought Iron,13.47
1.3,7.0,29.4,8.07,7.2,32.4,1.5,Bessemer Steel,4.09
1.66,5.6,43.6,5.1,3.47,9.8,1.5,Bessemer Steel,2.1
1.3,7.0,29.4,3.6,7.2,32.4,3.0,Bessemer Steel,1.4
57.0,7.3,17.8,10.54,11.7,15.8,1.5,Bessemer Steel,3.03
177.9,4.8,29.1,7.9,18.2,46.1,1.5,Wrought Iron,4.4
17.7,7.6,25.7,3.44,2.6,46.1,1.5,Wrought Iron,1.55
31.54,6.57,17.71,1.64,16.68,13.39,1.5,Open Hearth iron,1.0
137.0,4.7,34.8,7.86,14.9,45.8,1.5,Bessemer Steel,9.16
110.0,5.3,32.0,6.26,15.5,53.1,3.0,Open Hearth iron,1.4
0.5,3.09,55.43,4.0,68.9,64.99,1.49,Wrought Iron,7.27
112.0,4.5,13.8,5.4,16.0,17.6,3.0,Wrought Iron,1.49
82.9,4.4,22.2,2.44,12.0,26.5,3.0,Wrought Iron,2.35
13.2,5.3,33.1,3.6,6.9,40.3,1.5,Open Hearth iron,2.39
28.2,6.8,24.8,14.56,15.8,52.1,3.0,Bessemer Steel,4.88
112.11,3.85,7.16,6.0,3.46,4.44,3.11,Wrought Iron,3.85
385.95,4.6,3.02,8.0,31.99,2.6,3.17,Wrought Iron,1.89
2.63,7.4,14.8,3.8,18.7,26.7,1.5,Open Hearth iron,3.6
49.0,6.7,23.4,2.76,14.7,35.1,3.0,Bessemer Steel,1.61
19.7,4.6,28.4,7.37,3.9,34.2,1.5,Open Hearth iron,2.46
112.0,4.5,13.8,2.39,16.0,17.6,3.0,Wrought Iron,0.97
112.0,4.5,13.8,12.58,16.0,17.6,3.0,Open Hearth iron,2.82
114.12,4.65,13.09,1.2,34.82,5.76,1.44,Wrought Iron,0.3
431.0,5.9,12.2,7.13,40.6,7.2,1.5,Bessemer Steel,0.75
205.0,4.7,2.8,9.42,38.1,0.6,1.5,Open Hearth iron,2.19
114.05,4.46,13.08,3.9,34.69,5.43,2.93,Open Hearth iron,0.46
13.15,7.0,28.8,7.14,4.9,35.8,1.5,Bessemer Steel,5.0
0.6,3.1,55.4,6.05,68.9,65.0,1.5,Bessemer Steel,6.93
74.4,5.6,24.2,7.54,7.5,15.3,1.5,Wrought Iron,4.19
110.0,5.3,32.0,11.69,15.5,53.1,1.5,Open Hearth iron,1.67
386.0,4.5,3.0,15.11,32.1,2.6,3.0,Open Hearth iron,2.68
205.0,4.7,2.8,8.0,38.1,0.6,3.0,Open Hearth iron,2.2
82.91,4.35,22.27,3.7,12.08,26.48,1.51,Wrought Iron,3.78
59.66,4.42,30.74,5.9,4.42,51.74,2.92,Wrought Iron,6.17
13.15,7.0,28.8,6.5,4.9,35.8,3.0,Open Hearth iron,4.18
13.14,6.85,28.72,17.5,4.96,35.86,1.6,Bessemer Steel,8.24
112.0,3.8,7.0,8.0,3.5,4.5,3.0,Bessemer Steel,5.8
21.09,4.35,34.38,17.0,3.72,63.72,3.1,Wrought Iron,5.44
2.63,7.4,14.8,6.6,18.7,26.7,1.5,Bessemer Steel,3.63
20.66,8.03,16.0,11.45,33.89,11.48,1.5,Open Hearth iron,5.38
177.9,4.8,29.1,5.9,18.2,46.1,1.5,Open Hearth iron,3.2
51.55,4.83,28.39,5.9,9.8,22.14,3.01,Wrought Iron,4.42
4.08,6.8,24.6,8.71,2.5,62.6,1.5,Wrought Iron,14.83
2.67,7.38,14.62,5.8,18.72,26.49,2.87,Wrought Iron,3.33
4.89,7.5,54.4,2.28,5.7,70.4,3.0,Open Hearth iron,2.45
74.4,5.6,24.2,12.0,7.5,15.3,1.5,Wrought Iron,5.5
28.9,7.5,22.4,6.15,3.8,36.3,1.5,Wrought Iron,2.91
427.33,5.91,12.35,2.04,40.29,7.45,1.5,Bessemer Steel,0.27
13.15,7.0,28.8,3.52,4.9,35.8,3.0,Wrought Iron,1.89
21.2,4.4,34.3,3.5,3.7,63.6,1.5,Bessemer Steel,2.4
31.9,7.1,12.4,5.28,33.5,12.8,3.0,Bessemer Steel,2.09
2.9,9.5,21.7,4.2,34.5,9.4,3.0,Wrought Iron,3.0
28.2,6.8,24.8,1.37,15.8,52.1,3.0,Open Hearth iron,0.69
2.78,9.4,24.7,9.37,6.1,6.2,3.0,Open Hearth iron,20.23
114.0,4.5,13.0,6.1,34.7,5.6,3.0,Wrought Iron,1.1
17.8,7.2,25.8,17.0,9.5,36.0,3.0,Wrought Iron,2.8
136.83,4.83,34.86,10.1,14.83,45.73,3.01,Wrought Iron,8.78
21.2,4.4,34.3,1.0,3.7,63.6,3.0,Bessemer Steel,0.7
57.0,7.3,17.8,5.8,11.7,15.8,3.0,Bessemer Steel,2.6
2.78,9.4,24.7,11.39,6.1,6.2,3.0,Open Hearth iron,19.64
2.2,2.72,43.31,1.8,33.33,46.39,1.53,Bessemer Steel,6.31
31.82,7.06,20.13,5.89,12.4,29.6,3.0,Open Hearth iron,2.24
0.6,3.1,55.4,4.1,68.9,65.0,3.0,Open Hearth iron,5.2
49.13,6.72,23.36,8.0,14.68,35.16,3.17,Open Hearth iron,3.21
29.8,7.3,46.4,7.7,20.9,18.6,3.0,Wrought Iron,1.5
386.0,4.5,3.0,2.3,32.1,2.6,1.5,Open Hearth iron,0.3
2.63,7.4,14.8,11.7,18.7,26.7,3.0,Bessemer Steel,9.3
